"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Indoor Battery","Absolute Pressure (hPa)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2026-06-02T02:05:00+05:30,2026-06-02 02:05:00,23.6,24.3,21.5,3.5,3.5,14.8,241,0,0,0,0,0,833.8,953.9,88,0,0,28.5,68,1,953.9,1,241,2.6,31.3,22
2026-06-02T02:00:00+05:30,2026-06-02 02:00:00,23.6,24.3,21.5,2.1,3.5,14.8,182,0,0,0,0,0,833.8,953.9,88,0,0,28.5,68,1,953.9,1,186,2.1,31.3,22
2026-06-02T01:55:00+05:30,2026-06-02 01:55:00,23.5,24.2,21.6,3.5,3.5,14.8,208,0,0,0,0,0,833.8,953.8,89,0,0,28.5,68,1,953.8,1,171,2.1,31.3,22
2026-06-02T01:50:00+05:30,2026-06-02 01:50:00,23.4,24.1,21.5,1.8,1.8,14.8,198,0,0,0,0,0,833.8,953.7,89,0,0,28.5,68,1,953.7,1,175,2.1,31.3,22
2026-06-02T01:45:00+05:30,2026-06-02 01:45:00,23.4,24.1,21.5,1.1,1.8,14.8,179,0,0,0,0,0,833.8,953.7,89,0,0,28.5,68,1,953.7,1,186,2.1,31.3,22
2026-06-02T01:40:00+05:30,2026-06-02 01:40:00,23.4,24.1,21.7,1.8,1.8,14.8,201,0,0,0,0,0,833.8,953.9,90,0,0,28.5,68,1,953.9,1,152,1.4,31.3,22
2026-06-02T01:35:00+05:30,2026-06-02 01:35:00,23.5,24.2,21.6,0.3,1.8,14.8,178,0,0,0,0,0,833.8,954,89,0,0,28.5,68,1,954,1,175,1.1,31.3,22
2026-06-02T01:30:00+05:30,2026-06-02 01:30:00,23.7,24.4,21.6,1.1,1.8,14.8,162,0,0,0,0,0,833.8,954.1,88,0,0,28.5,68,1,954.1,1,189,3.5,31.3,22
2026-06-02T01:25:00+05:30,2026-06-02 01:25:00,23.9,24.6,21.8,2.9,3.5,14.8,191,0,0,0,0,0,833.8,954.1,88,0,0,28.5,68,1,954.1,1,191,3.5,31.3,22
2026-06-02T01:20:00+05:30,2026-06-02 01:20:00,24.2,24.9,21.7,2.9,3.5,14.8,209,0,0,0,0,0,833.8,953.9,86,0,0,28.5,68,1,953.9,1,195,4.7,31.3,22
2026-06-02T01:15:00+05:30,2026-06-02 01:15:00,24.6,25.3,21.7,5,5.5,14.8,285,0,0,0,0,0,833.8,954.3,84,0,0,28.5,68,1,954.3,1,188,3.5,31.3,22
2026-06-02T01:10:00+05:30,2026-06-02 01:10:00,24.4,25.1,21.5,1.8,1.8,14.8,190,0,0,0,0,0,833.8,954.4,84,0,0,28.5,68,1,954.4,1,193,1.8,31.3,22
2026-06-02T01:05:00+05:30,2026-06-02 01:05:00,24.2,24.9,21.5,1.4,3.5,14.8,217,0,0,0,0,0,833.8,954.3,85,0,0,28.5,68,1,954.3,1,193,3.2,31.3,22
2026-06-02T01:00:00+05:30,2026-06-02 01:00:00,24.1,24.8,21.6,0,0,14.8,168,0,0,0,0,0,833.8,954.5,86,0,0,28.5,68,1,954.5,1,190,4,31.3,22
2026-06-02T00:55:00+05:30,2026-06-02 00:55:00,24,24.7,21.7,2.1,3.5,9.3,167,0,0,0,0,0,833.8,954.4,87,0,0,28.5,68,1,954.4,1,192,2.9,31.3,22
2026-06-02T00:50:00+05:30,2026-06-02 00:50:00,24,24.7,21.7,1.1,1.8,9.3,189,0,0,0,0,0,833.8,954.2,87,0,0,28.5,68,1,954.2,1,192,2.1,31.3,22
2026-06-02T00:45:00+05:30,2026-06-02 00:45:00,24,24.7,21.7,2.1,3.5,9.3,212,0,0,0,0,0,833.8,954.4,87,0,0,28.5,68,1,954.4,1,185,3.2,31.3,22
2026-06-02T00:40:00+05:30,2026-06-02 00:40:00,24,24.7,21.7,1.4,1.8,9.3,181,0,0,0,0,0,833.8,954.7,87,0,0,28.5,68,1,954.7,1,222,4.7,31.3,22
2026-06-02T00:35:00+05:30,2026-06-02 00:35:00,23.9,24.6,21.8,2.1,3.5,9.3,213,0,0,0,0,0,833.8,954.7,88,0,0,28.6,68,1,954.7,1,213,4.3,31.6,22.1
2026-06-02T00:30:00+05:30,2026-06-02 00:30:00,23.9,24.6,21.8,4,5.5,7.2,234,0,0,0,0,0,833.8,954.7,88,0,0,28.6,68,1,954.7,1,204,3.5,31.6,22.1
2026-06-02T00:25:00+05:30,2026-06-02 00:25:00,24,24.7,21.7,1.8,1.8,7.2,184,0,0,0,0,0,833.8,955,87,0,0,28.6,68,1,955,1,200,3.5,31.6,22.1
2026-06-02T00:20:00+05:30,2026-06-02 00:20:00,24,24.7,21.7,3.5,3.5,7.2,220,0,0,0,0,0,833.8,954.9,87,0,0,28.6,68,1,954.9,1,195,3.5,31.6,22.1
2026-06-02T00:15:00+05:30,2026-06-02 00:15:00,24,24.7,21.7,4,7.2,7.2,188,0,0,0,0,0,833.8,955.1,87,0,0,28.7,68,1,955.1,1,188,3.2,31.8,22.2
2026-06-02T00:10:00+05:30,2026-06-02 00:10:00,24.1,24.8,21.8,0,0,7.2,186,0,0,0,0,0,833.8,955.1,87,0,0,28.7,68,1,955.1,1,181,3.5,31.8,22.2
2026-06-02T00:07:00+05:30,2026-06-02 00:07:00,24.1,24.8,21.8,2.6,3.5,7.2,181,0,0,0,0,0,833.8,955.1,87,0,0,28.7,68,1,955.1,1,232,3.5,31.8,22.2
